doi	received	accepted	published
10.1371/journal.pbio.1001052	2010-09-15	2011-03-17	2011-04-26
10.1371/journal.ppat.1003174	2012-09-29	2012-12-19	2013-02-14
10.1371/journal.ppat.1002067	2011-02-01	2011-03-30	2011-06-09
10.1371/journal.pcbi.1000339	2008-11-24	2009-02-24	2009-04-03
10.1371/journal.pntd.0002876	2014-12-24	2014-04-03	2014-05-22
10.1371/journal.pcbi.1002874	2012-06-08	2012-11-21	2013-02-21
10.1371/journal.ppat.1003507	2012-11-07	2013-06-04	2013-07-25
10.1371/journal.pbio.1001993	2014-01-14	2014-09-29	2014-11-11
10.1371/journal.pntd.0002174	2012-09-19	2013-03-08	2013-04-18
10.1371/journal.pmed.0020354	2005-05-16	2005-08-25	2005-11-01
10.1371/journal.pgen.1003330	2012-09-19	2013-01-04	2013-05-09
10.1371/journal.pntd.0001626	2011-10-06	2012-03-08	2012-05-15
10.1371/journal.pntd.0001306	2011-04-23	2011-07-21	2011-09-13
10.1371/journal.pntd.0002681	2013-06-27	2013-12-19	2014-02-06
10.1371/journal.pgen.1004186	2013-11-12	2014-01-06	2014-02-27
10.1371/journal.ppat.1004945	2014-09-18	2015-05-11	2015-06-19
10.1371/journal.pntd.0001422	2011-08-16	2011-10-23	2011-12-13
10.1371/journal.ppat.1002710	2011-11-29	2012-04-04	2012-05-17
10.1371/journal.pgen.1000123	2008-04-10	2008-06-09	2008-07-11
10.1371/journal.pntd.0001443	2011-07-05	2011-11-08	2012-01-03
10.1371/journal.pcbi.1003120	2012-09-05	2013-05-13	2013-07-11
10.1371/journal.ppat.1003413	2012-09-27	2013-04-27	2013-06-06
10.1371/journal.ppat.1003485	2012-12-14	2013-05-24	2013-08-01
10.1371/journal.pcbi.1000855	2009-11-20	2010-06-04	2010-07-15
10.1371/journal.ppat.1002563	2011-09-16	2012-01-17	2012-03-01
10.1371/journal.pmed.1001638	2013-06-07	2014-03-27	2014-05-06
10.1371/journal.pone.0104364	2014-02-05	2014-07-10	2014-08-04
10.1371/journal.pcbi.1000790	2009-11-17	2010-04-20	2010-05-20
10.1371/journal.ppat.1002726	2011-11-23	2012-04-16	2012-05-24
10.1371/journal.pcbi.0020005	2005-09-02	2005-11-30	2006-01-13
10.1371/journal.pmed.1001156	2011-02-27	2011-11-29	2012-01-10
10.1371/journal.pmed.0050033	2007-07-23	2007-12-14	2008-03-11
10.1371/journal.pntd.0000101	2007-03-09	2007-09-06	2007-12-19
10.1371/journal.pcbi.1000762	2009-10-20	2010-03-24	2010-04-29
10.1371/journal.pgen.1003759	2013-02-02	2013-07-12	2013-09-05
10.1371/journal.pcbi.1000454	2009-01-13	2009-06-30	2009-08-07
10.1371/journal.pcbi.1003397	2013-05-23	2013-11-01	2013-12-19
10.1371/journal.ppat.1000584	2009-04-30	2009-08-24	2009-09-18
10.1371/journal.pmed.1000011	2008-06-03	2008-11-19	2009-01-27
10.1371/journal.pone.0051725	2012-07-01	2012-11-05	2012-12-12
10.1371/journal.ppat.1000718	2009-06-25	2009-12-10	2010-01-08
10.1371/journal.pbio.1001949	2014-03-28	2014-08-07	2014-09-16
10.1371/journal.pone.0048774	2012-03-08	2012-10-01	2012-11-01
10.1371/journal.pbio.1001746	2013-10-03	2013-11-13	2014-01-07
10.1371/journal.ppat.1003458	2013-03-11	2013-05-11	2013-06-20
10.1371/journal.pcbi.1003559	2013-10-30	2014-02-21	2014-04-03
10.1371/journal.pntd.0000815	2010-04-02	2010-08-09	2010-09-07
10.1371/journal.pcbi.1003159	2013-02-27	2013-06-11	2013-07-25
10.1371/journal.ppat.1003098	2012-04-10	2012-11-09	2013-01-10
10.1371/journal.pntd.0000410	2008-10-20	2009-03-12	2009-04-07
10.1371/journal.ppat.1004171	2014-01-07	2014-04-22	2014-05-29
10.1371/journal.ppat.0040008	2007-02-07	2007-12-10	2008-01-18
10.1371/journal.pgen.1002613	2011-07-11	2012-02-07	2012-04-05
10.1371/journal.pmed.0030493	2006-06-12	2006-10-09	2006-12-19
10.1371/journal.ppat.1003348	2012-12-19	2013-03-23	2013-05-09
10.1371/journal.ppat.1000411	2008-10-09	2009-04-02	2009-05-01
10.1371/journal.pone.0079570	2013-08-06	2013-10-02	2013-11-18
10.1371/journal.ppat.1004256	2014-02-07	2014-06-03	2014-07-17
10.1371/journal.pcbi.1002354	2011-06-29	2011-12-03	2012-01-19
10.1371/journal.ppat.1002683	2011-11-16	2012-03-23	2012-05-10
10.1371/journal.pgen.1001139	2010-03-09	2010-08-24	2010-09-23
10.1371/journal.pgen.0030046	2006-08-22	2007-02-13	2007-03-23
10.1371/journal.pntd.0001832	2012-03-05	2012-08-11	2012-09-20
10.1371/journal.ppat.1000118	2007-11-16	2008-07-10	2008-08-08
10.1371/journal.ppat.1004231	2014-12-31	2014-05-20	2014-06-26
10.1371/journal.pone.0028795	2011-06-16	2011-11-15	2011-12-21
10.1371/journal.pone.0088839	2013-06-20	2014-01-13	2014-02-26
10.1371/journal.ppat.1003571	2013-02-11	2013-06-27	2013-08-29
10.1371/journal.pcbi.1002702	2012-04-25	2012-07-27	2012-09-20
10.1371/journal.pbio.1001290	2011-07-07	2012-02-10	2012-03-27
10.1371/journal.pmed.1001774	2014-07-16	2014-11-18	2014-12-30
10.1371/journal.pgen.1002222	2011-03-15	2011-06-02	2011-08-18
10.1371/journal.pntd.0001573	2011-12-14	2012-02-04	2012-03-27
10.1371/journal.pbio.1001424	2012-06-29	2012-10-10	2012-11-20
10.1371/journal.pcbi.1000782	2009-08-24	2010-04-09	2010-05-13
10.1371/journal.pmed.1000239	2009-07-28	2010-01-22	2010-02-23
10.1371/journal.pbio.1000434	2009-12-17	2010-06-10	2010-07-20
10.1371/journal.pbio.1001331	2012-01-05	2012-04-03	2012-05-22
10.1371/journal.pgen.1003793	2013-03-29	2013-07-29	2013-09-19
10.1371/journal.pone.0107321	2013-03-12	2014-08-15	2014-09-11
10.1371/journal.pgen.1004349	2014-01-17	2014-03-18	2014-05-01
10.1371/journal.ppat.1000747	2009-03-25	2010-01-05	2010-01-29
10.1371/journal.pntd.0001511	2011-09-08	2011-12-21	2012-02-07
10.1371/journal.pntd.0003664	2014-10-21	2015-03-02	2015-04-10
10.1371/journal.pone.0048183	2012-01-07	2012-09-21	2012-10-25
10.1371/journal.pone.0014064	2010-06-16	2010-10-28	2010-11-19
10.1371/journal.pgen.1002496	2011-05-26	2011-12-08	2012-02-02
10.1371/journal.pone.0011370	2010-03-01	2010-06-04	2010-06-29
10.1371/journal.pcbi.1002842	2012-05-09	2012-11-02	2013-01-10
10.1371/journal.pone.0077191	2012-11-12	2013-09-08	2013-10-23
10.1371/journal.pntd.0003044	2013-10-25	2014-06-11	2014-07-24
10.1371/journal.pcbi.1001011	2010-04-23	2010-10-26	2010-11-24
10.1371/journal.pgen.1005122	2014-10-27	2015-03-03	2015-04-13
10.1371/journal.pgen.1003974	2013-03-22	2013-10-09	2014-02-06
10.1371/journal.pntd.0003118	2014-04-16	2014-07-15	2014-10-02
10.1371/journal.pgen.1002969	2012-03-17	2012-08-08	2012-10-04
10.1371/journal.pone.0030969	2011-09-15	2011-12-29	2012-02-06
10.1371/journal.pgen.1002559	2011-04-29	2012-01-12	2012-03-08
10.1371/journal.ppat.1001092	2009-07-09	2010-08-09	2010-09-09
10.1371/journal.pntd.0003637	2014-11-21	2015-02-22	2015-03-24
10.1371/journal.pone.0072708	2013-01-18	2013-07-15	2013-08-16
10.1371/journal.ppat.1003513	2012-10-12	2013-06-07	2013-08-01
10.1371/journal.pbio.1001788	2013-05-02	2013-12-31	2014-02-11
10.1371/journal.ppat.1003874	2013-02-14	2013-11-24	2014-01-09
10.1371/journal.pone.0037756	2012-01-27	2012-04-26	2012-05-25
10.1371/journal.pcbi.1000380	2008-11-10	2009-04-01	2009-05-08
10.1371/journal.pbio.1000347	2009-08-24	2010-02-22	2010-03-30
10.1371/journal.pone.0041803	2012-03-15	2012-06-25	2012-07-25
10.1371/journal.pone.0019629	2010-11-12	2011-04-11	2011-05-13
10.1371/journal.pmed.1000264	2009-09-14	2010-03-12	2010-04-20
10.1371/journal.pbio.1001546	2012-12-06	2013-03-12	2013-04-30
10.1371/journal.pone.0020792	2011-02-08	2011-05-09	2011-06-02
10.1371/journal.ppat.1003980	2013-06-29	2014-01-22	2014-03-06
10.1371/journal.pgen.1004820	2012-08-10	2014-10-14	2014-12-04
10.1371/journal.pbio.1001261	2011-09-05	2012-01-05	2012-02-14
10.1371/journal.pntd.0003294	2014-04-30	2014-09-24	2014-12-11
10.1371/journal.pmed.0030024	2005-01-31	2005-10-24	2006-01-17
10.1371/journal.pcbi.1002558	2011-12-28	2012-04-29	2012-06-14
10.1371/journal.pone.0108138	2014-03-07	2014-08-22	2014-09-18
10.1371/journal.pmed.1001670	2013-12-06	2014-05-16	2014-07-01
10.1371/journal.pcbi.1002958	2012-07-20	2013-01-15	2013-03-21
10.1371/journal.pntd.0003694	2014-09-10	2015-03-10	2015-04-10
10.1371/journal.pbio.1001858	2013-10-21	2014-04-02	2014-05-13
10.1371/journal.pone.0034123	2011-10-13	2012-02-22	2012-03-20
10.1371/journal.pone.0122765	2014-10-08	2015-02-13	2015-04-10
10.1371/journal.pmed.0040323	2007-03-15	2007-09-25	2007-11-13
10.1371/journal.pcbi.1000494	2009-06-01	2009-07-29	2009-09-04
10.1371/journal.ppat.1000176	2008-06-17	2008-09-15	2008-10-10
10.1371/journal.pgen.1002358	2011-06-21	2011-09-11	2011-11-03
10.1371/journal.pntd.0001707	2012-03-09	2012-05-10	2012-06-26
10.1371/journal.pcbi.1000745	2009-07-14	2010-03-17	2010-04-15
10.1371/journal.pntd.0001523	2011-08-02	2011-12-23	2012-02-28
10.1371/journal.pone.0038106	2011-09-13	2012-04-30	2012-05-25
10.1371/journal.pcbi.1004138	2014-07-07	2015-01-16	2015-04-23
10.1371/journal.pgen.1002396	2011-04-13	2011-10-10	2011-12-01
10.1371/journal.pone.0099632	2014-01-03	2014-05-16	2014-06-26
10.1371/journal.pntd.0003702	2014-09-16	2015-03-13	2015-04-07
10.1371/journal.pmed.0030466	2006-02-20	2006-09-20	2006-11-28
10.1371/journal.pntd.0003033	2014-02-16	2014-06-08	2014-08-07
10.1371/journal.pone.0072204	2013-01-16	2013-07-08	2013-08-15
10.1371/journal.pmed.1000036	2008-07-16	2009-01-10	2009-02-24
10.1371/journal.pntd.0001824	2011-10-13	2012-08-06	2012-09-27
10.1371/journal.pgen.1003448	2012-07-13	2013-02-28	2013-04-18
10.1371/journal.pgen.1003797	2013-04-05	2013-07-29	2013-09-26
10.1371/journal.pntd.0002701	2013-07-04	2014-01-03	2014-02-20
10.1371/journal.pcbi.1002983	2012-08-17	2013-01-28	2013-03-21
10.1371/journal.pgen.1000651	2008-12-15	2009-08-17	2009-09-18
10.1371/journal.pntd.0002776	2013-06-17	2014-02-22	2014-04-17
10.1371/journal.pbio.1000365	2009-12-02	2010-03-25	2010-05-04
10.1371/journal.pntd.0002637	2013-06-03	2013-11-26	2014-01-09
10.1371/journal.pntd.0002375	2013-03-07	2013-07-01	2013-09-19
10.1371/journal.pgen.1005080	2014-10-09	2015-02-18	2015-03-13
10.1371/journal.pbio.1000391	2010-01-25	2010-04-28	2010-06-08
10.1371/journal.pcbi.1004190	2014-07-15	2015-02-09	2015-04-07
10.1371/journal.pone.0031610	2011-05-20	2012-01-16	2012-02-23
10.1371/journal.pmed.0030263	2006-03-24	2006-04-25	2006-05-23
10.1371/journal.ppat.1003715	2013-03-01	2013-09-04	2013-10-31
10.1371/journal.pgen.1000915	2009-11-25	2010-03-19	2010-04-22
10.1371/journal.pntd.0000924	2010-04-19	2010-11-23	2010-12-21
10.1371/journal.ppat.1002945	2012-04-11	2012-08-21	2012-09-27
10.1371/journal.pone.0051752	2012-05-09	2012-11-05	2013-01-15
10.1371/journal.ppat.1002811	2012-01-26	2012-06-05	2012-07-26
10.1371/journal.pcbi.1000567	2009-05-26	2009-10-16	2009-11-13
10.1371/journal.pcbi.1000152	2008-01-23	2008-07-09	2008-08-15
10.1371/journal.pntd.0002012	2012-02-19	2012-12-03	2013-01-17
10.1371/journal.pgen.1002480	2011-05-25	2011-11-30	2012-01-26
10.1371/journal.pntd.0003103	2014-03-31	2014-07-01	2014-08-21
10.1371/journal.pmed.0040251	2007-03-16	2007-06-21	2007-08-21
10.1371/journal.pntd.0002509	2013-03-21	2013-08-30	2013-10-24
10.1371/journal.pgen.1001220	2010-08-27	2010-10-26	2010-11-24
10.1371/journal.pntd.0002777	2013-10-20	2014-02-21	2014-04-03
10.1371/journal.pntd.0002586	2013-07-10	2013-10-30	2013-12-12
10.1371/journal.pone.0070012	2013-04-19	2013-06-13	2013-07-29
10.1371/journal.ppat.1000469	2008-12-30	2009-05-12	2009-06-12
10.1371/journal.pntd.0001344	2011-06-15	2011-08-19	2011-10-11
10.1371/journal.pcbi.1002380	2011-10-24	2011-12-21	2012-02-16
10.1371/journal.pone.0119339	2014-08-03	2015-01-13	2015-03-18
10.1371/journal.pntd.0001182	2009-12-16	2011-04-16	2011-05-31
10.1371/journal.pmed.0030151	2005-10-10	2006-01-10	2006-04-11
10.1371/journal.ppat.1004103	2013-12-07	2014-03-15	2014-05-01
10.1371/journal.pntd.0002673	2012-09-13	2013-12-16	2014-02-06
10.1371/journal.pntd.0002875	2013-12-31	2014-04-04	2014-05-22
10.1371/journal.pcbi.1003110	2012-11-02	2013-05-05	2013-06-27
10.1371/journal.ppat.0040036	2007-10-31	2008-01-07	2008-02-15
10.1371/journal.pcbi.1002656	2012-03-09	2012-07-09	2012-08-30
10.1371/journal.pntd.0003384	2014-03-12	2014-10-30	2014-12-18
10.1371/journal.pcbi.1003265	2013-01-19	2013-08-20	2013-10-24
10.1371/journal.pntd.0000386	2008-09-30	2009-01-29	2009-02-24
10.1371/journal.pgen.1003038	2012-03-16	2012-09-05	2012-11-15
10.1371/journal.pntd.0001269	2010-11-17	2011-06-22	2011-08-09
10.1371/journal.pcbi.0020070	2006-01-25	2006-05-08	2006-06-16
10.1371/journal.pntd.0000465	2009-03-06	2009-05-22	2009-06-23
10.1371/journal.pgen.1004539	2013-11-20	2014-06-16	2014-07-31
10.1371/journal.pntd.0002609	2013-03-28	2013-11-15	2014-01-02
10.1371/journal.pone.0053264	2012-08-13	2012-11-27	2013-01-08
10.1371/journal.pntd.0002198	2012-08-16	2013-03-25	2013-04-25
10.1371/journal.pcbi.1002522	2011-12-01	2012-04-01	2012-05-17
10.1371/journal.pgen.1004547	2014-01-21	2014-06-16	2014-08-07
10.1371/journal.pbio.1000609	2010-07-13	2011-03-02	2011-04-12
10.1371/journal.pone.0067309	2013-04-04	2013-05-16	2013-06-24
10.1371/journal.pcbi.1000390	2008-08-21	2009-04-17	2009-05-22
10.1371/journal.pcbi.1000472	2008-10-30	2009-07-16	2009-08-21
10.1371/journal.pone.0032803	2011-06-14	2012-02-04	2012-03-05
10.1371/journal.pcbi.1003675	2013-11-04	2014-05-03	2014-07-03
10.1371/journal.pgen.1001013	2010-03-15	2010-06-01	2010-07-01
10.1371/journal.pmed.1001566	2013-04-15	2013-10-23	2013-12-03
10.1371/journal.pgen.1003653	2013-03-26	2013-06-04	2013-07-25
10.1371/journal.pcbi.1000272	2008-09-04	2008-12-11	2009-01-23
10.1371/journal.pntd.0002924	2013-11-04	2014-04-19	2014-06-12
10.1371/journal.ppat.1000138	2007-12-17	2008-08-01	2008-08-29
10.1371/journal.pcbi.1002126	2011-01-07	2011-05-26	2011-08-25
10.1371/journal.pgen.1003152	2012-08-08	2012-10-24	2013-01-17
10.1371/journal.ppat.1002993	2012-05-10	2012-08-29	2012-11-08
10.1371/journal.ppat.1003165	2012-10-24	2012-12-17	2013-02-07
10.1371/journal.ppat.1003652	2013-03-07	2013-08-07	2013-10-03
10.1371/journal.pcbi.1001020	2010-03-25	2010-10-29	2010-12-02
10.1371/journal.pmed.0050161	2007-12-17	2008-06-17	2008-07-29
10.1371/journal.pntd.0000894	2010-06-17	2010-10-25	2010-11-23
10.1371/journal.pmed.1001480	2012-11-28	2013-05-30	2013-07-09
10.1371/journal.pntd.0003287	2014-05-19	2014-09-22	2014-12-04
10.1371/journal.pone.0070838	2013-04-02	2013-06-23	2013-08-12
10.1371/journal.pgen.1000971	2009-12-01	2010-04-26	2010-05-27
10.1371/journal.pcbi.1002219	2011-04-04	2011-08-19	2011-10-27
10.1371/journal.pone.0127694	2015-01-07	2015-04-17	2015-05-27
10.1371/journal.pone.0012356	2010-05-13	2010-07-29	2010-08-23
10.1371/journal.pone.0010859	2010-01-28	2010-05-07	2010-05-27
10.1371/journal.pone.0114421	2014-03-19	2014-11-10	2014-12-29
10.1371/journal.pntd.0001773	2012-02-02	2012-06-21	2012-09-13
10.1371/journal.pcbi.1003133	2013-01-17	2013-05-26	2013-07-18
10.1371/journal.pcbi.1003979	2014-07-21	2014-10-10	2014-12-11
10.1371/journal.pntd.0001724	2011-12-16	2012-05-23	2012-07-10
10.1371/journal.pcbi.1002575	2011-06-08	2012-05-08	2012-07-05
10.1371/journal.ppat.1003678	2013-04-22	2013-08-16	2013-10-03
10.1371/journal.pone.0028156	2011-07-07	2011-11-02	2011-11-22
10.1371/journal.ppat.1003054	2011-10-18	2012-10-10	2012-12-06
10.1371/journal.pcbi.0010067	2005-07-27	2005-10-28	2005-12-09
10.1371/journal.pgen.1000594	2009-02-18	2009-07-10	2009-08-07
10.1371/journal.pgen.1003084	2012-03-27	2012-09-25	2012-11-29
10.1371/journal.pgen.1000985	2009-11-25	2010-05-12	2010-06-10
10.1371/journal.pmed.1001128	2011-05-26	2011-10-19	2011-11-29
10.1371/journal.ppat.1004628	2014-08-06	2014-12-14	2015-02-06
10.1371/journal.pntd.0001808	2012-04-24	2012-07-23	2012-08-28
10.1371/journal.pntd.0003811	2015-01-12	2015-05-04	2015-05-29
10.1371/journal.ppat.1002163	2010-10-13	2011-05-28	2011-08-04
10.1371/journal.pntd.0001150	2010-11-17	2011-03-09	2011-05-10
10.1371/journal.pcbi.1004218	2014-11-07	2015-03-02	2015-06-01
10.1371/journal.ppat.1003232	2012-05-16	2013-01-23	2013-03-28
10.1371/journal.pcbi.1000475	2007-09-27	2009-07-17	2009-08-21
10.1371/journal.pntd.0002442	2013-05-13	2013-08-11	2013-09-12
10.1371/journal.pgen.1000750	2009-06-02	2009-11-02	2009-12-04
10.1371/journal.pgen.1004756	2014-04-23	2014-09-15	2014-11-13
10.1371/journal.pntd.0002874	2013-11-29	2014-04-04	2014-06-12
10.1371/journal.ppat.1003419	2012-07-05	2013-04-30	2013-07-04
10.1371/journal.ppat.1002408	2011-01-21	2011-10-14	2011-12-01
10.1371/journal.pmed.1000441	2010-06-30	2011-05-09	2011-05-31
10.1371/journal.pgen.1005164	2014-09-15	2015-03-22	2015-04-15
10.1371/journal.pbio.1001944	2014-01-13	2014-07-31	2014-09-09
10.1371/journal.pgen.1003531	2012-05-09	2013-04-12	2013-06-13
10.1371/journal.pntd.0000174	2007-05-31	2007-12-26	2008-04-30
10.1371/journal.ppat.1000802	2009-09-10	2010-02-03	2010-03-12
10.1371/journal.pntd.0002124	2012-11-08	2013-02-06	2013-03-14
10.1371/journal.pgen.1002475	2011-07-29	2011-11-29	2012-02-02
10.1371/journal.ppat.0030199	2007-05-09	2007-11-08	2007-12-21
10.1371/journal.pntd.0001508	2011-09-19	2011-12-19	2012-02-14
10.1371/journal.ppat.1002256	2011-03-03	2011-07-21	2011-09-29
10.1371/journal.pone.0013321	2010-05-31	2010-09-13	2010-10-13
10.1371/journal.pone.0093455	2013-12-18	2014-03-04	2014-04-11
10.1371/journal.pcbi.1003378	2013-07-25	2013-10-18	2014-01-02
10.1371/journal.pmed.0030401	2006-02-27	2006-07-13	2006-09-12
10.1371/journal.pcbi.1000656	2009-07-17	2009-12-22	2010-01-29
10.1371/journal.pone.0046403	2012-05-01	2012-09-03	2012-10-05
10.1371/journal.ppat.1001326	2010-08-04	2011-02-25	2011-03-24
10.1371/journal.pntd.0002146	2012-06-20	2013-02-21	2013-04-11
10.1371/journal.pgen.1002750	2011-12-12	2012-04-20	2012-06-28
10.1371/journal.pgen.1001387	2010-09-29	2011-04-21	2011-05-26
10.1371/journal.pcbi.1000013	2007-06-29	2008-01-29	2008-02-29
10.1371/journal.pcbi.0010011	2005-03-22	2005-05-10	2005-06-24
10.1371/journal.pone.0097998	2013-10-22	2014-04-24	2014-05-20
10.1371/journal.ppat.1000422	2008-12-23	2009-04-09	2009-05-08
10.1371/journal.pntd.0001231	2011-01-21	2011-05-21	2011-07-05
10.1371/journal.pcbi.1000440	2008-11-18	2009-06-17	2009-07-17
10.1371/journal.pone.0081043	2013-07-04	2013-10-17	2013-12-05
10.1371/journal.pone.0104377	2014-02-21	2014-07-08	2014-08-06
10.1371/journal.pmed.0050044	2007-03-28	2008-01-08	2008-02-19
10.1371/journal.pntd.0002806	2013-09-27	2014-03-09	2014-04-17
10.1371/journal.pgen.1002327	2011-01-17	2011-08-11	2011-10-13
10.1371/journal.pgen.1004718	2014-04-10	2014-08-29	2014-10-23
10.1371/journal.pgen.1002044	2010-12-16	2011-02-18	2011-05-19
10.1371/journal.pntd.0001614	2011-06-15	2012-02-23	2012-04-17
10.1371/journal.ppat.0020130	2006-07-20	2006-10-27	2006-12-15
10.1371/journal.pntd.0001420	2011-03-16	2011-10-21	2011-12-20
10.1371/journal.pcbi.0020137	2005-11-22	2006-08-29	2006-10-13
10.1371/journal.ppat.1002630	2012-01-05	2012-02-22	2012-04-05
10.1371/journal.pntd.0002229	2012-11-12	2013-04-11	2013-05-16
10.1371/journal.pcbi.1000670	2009-03-30	2010-01-07	2010-02-12
10.1371/journal.pcbi.1002720	2012-03-29	2012-08-16	2012-10-11
10.1371/journal.pcbi.1000383	2008-07-01	2009-04-02	2009-05-08
10.1371/journal.ppat.1003456	2012-11-21	2013-05-08	2013-07-25
10.1371/journal.pcbi.1002684	2012-01-08	2012-07-22	2012-09-13
10.1371/journal.pntd.0000205	2007-08-21	2008-01-31	2008-03-26
10.1371/journal.pntd.0000828	2010-03-16	2010-08-26	2010-09-28
10.1371/journal.ppat.1004388	2014-04-30	2014-08-06	2014-10-16
10.1371/journal.pone.0022089	2010-11-09	2011-06-15	2011-07-14
10.1371/journal.pmed.0040013	2006-04-27	2006-11-27	2007-01-23
10.1371/journal.ppat.1004159	2013-11-06	2014-04-21	2014-06-05
10.1371/journal.pcbi.1004120	2014-08-25	2015-01-09	2015-04-08
10.1371/journal.pgen.1003706	2012-11-15	2013-06-24	2013-08-22
10.1371/journal.pbio.1001125	2010-12-22	2011-07-07	2011-08-16
10.1371/journal.pcbi.1000205	2008-07-16	2008-09-15	2008-10-31
10.1371/journal.pntd.0002427	2013-03-01	2013-08-02	2013-09-19
10.1371/journal.pcbi.1003701	2014-01-08	2014-05-16	2014-07-03
10.1371/journal.pgen.1003155	2012-02-15	2012-10-18	2012-12-20
10.1371/journal.pmed.0020381	2005-04-04	2005-09-15	2005-11-15
10.1371/journal.pcbi.1000299	2008-07-01	2009-01-22	2009-03-13
10.1371/journal.pntd.0000941	2010-08-03	2010-12-07	2011-01-18
10.1371/journal.ppat.0030059	2006-12-18	2007-03-06	2007-05-11
10.1371/journal.pgen.1003999	2013-03-12	2013-10-19	2014-01-09
10.1371/journal.pgen.1003800	2013-04-04	2013-07-30	2013-09-19
10.1371/journal.pbio.1000275	2009-10-21	2009-11-24	2010-01-05
10.1371/journal.ppat.1002236	2010-09-15	2011-07-08	2011-09-08
10.1371/journal.pbio.1000131	2008-11-04	2009-05-07	2009-06-23
10.1371/journal.pntd.0000435	2009-02-20	2009-04-16	2009-05-12
10.1371/journal.pntd.0003556	2014-10-09	2015-01-21	2015-02-13
10.1371/journal.pcbi.1002717	2012-04-23	2012-08-12	2012-10-11
10.1371/journal.pcbi.1000146	2007-09-12	2008-06-26	2008-08-08
10.1371/journal.pcbi.1003445	2013-05-27	2013-12-06	2014-01-30
10.1371/journal.pone.0011738	2010-03-08	2010-06-16	2010-07-23
10.1371/journal.pgen.1002895	2012-03-26	2012-06-26	2012-08-30
10.1371/journal.pone.0102309	2014-03-18	2014-05-18	2014-07-16
10.1371/journal.pntd.0001349	2011-03-11	2011-08-22	2011-10-18
10.1371/journal.pmed.1000157	2009-01-14	2009-08-21	2009-09-29
10.1371/journal.ppat.1003749	2013-04-26	2013-09-20	2013-11-14
10.1371/journal.ppat.1004756	2014-11-13	2015-02-20	2015-03-24
10.1371/journal.pgen.1000778	2009-08-25	2009-11-18	2009-12-18
10.1371/journal.pbio.1001435	2012-07-26	2012-10-17	2012-11-27
10.1371/journal.pcbi.1000594	2009-06-30	2009-11-03	2009-12-11
10.1371/journal.pgen.1003271	2012-10-15	2012-12-10	2013-01-31
